Organization,PersonId,PersonId_Normalized,TotalEmployees,country,displayName,surname,mail,givenName,id,userType,JobTitle,accountEnabled,usageLocation,streetAddress,state,officeLocation,city,postalCode,telephoneNumber,mobilePhone,alternateEmailAddress,ageGroup,consentProvidedForMinor,legalAgeGroupClassification,companyName,creationType,directorySynced,invitationState,identityIssuer,createdDateTime,Has license,UserKey,License Status,employeeType,employeeId,manager_id,manager_displayName,manager_userPrincipalName,manager_mail,manager_jobTitle,ManagerID,BusinessAreaLabel,CountryofEmployment,CompanyCodeLabel,CostCentreLabel,assignedLicenses,Manager_UserKey,OrgLevel,HierarchyPath,TopOfChain_UserKey,IsManager,DirectReports,TotalReports,Level0_UserKey,Level0_Name,Level1_UserKey,Level1_Name,Level2_UserKey,Level2_Name,Level3_UserKey,Level3_Name,Level4_UserKey,Level4_Name,Level5_UserKey,Level5_Name,Level6_UserKey,Level6_Name,Level7_UserKey,Level7_Name,Level8_UserKey,Level8_Name,Level9_UserKey,Level9_Name,Level10_UserKey,Level10_Name,Level11_UserKey,Level11_Name,Level12_UserKey,Level12_Name,Level13_UserKey,Level13_Name,Level14_UserKey,Level14_Name
Finance,user0139@contoso-demo.com,user0139@contoso-demo.com,260,GB,Blake Fletcher,Fletcher,user0139@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000139,Member,Financial Analyst,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0139@contoso-demo.com,Licensed,Employee,E00139,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Blake Fletcher,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0140@contoso-demo.com,user0140@contoso-demo.com,260,GB,Sage Osborne,Osborne,user0140@contoso-demo.com,Sage,00000000-0000-0000-0000-000000000140,Member,People Operations Lead,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0140@contoso-demo.com,Licensed,Employee,E00140,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Sage Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0141@contoso-demo.com,user0141@contoso-demo.com,260,IT,Harper Grant,Grant,user0141@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000141,Member,Legal Counsel,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0141@contoso-demo.com,Licensed,Employee,E00141,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,IT,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Harper Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0142@contoso-demo.com,user0142@contoso-demo.com,260,GB,Finley Ellis,Ellis,user0142@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000142,Member,Programme Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0142@contoso-demo.com,Licensed,Employee,E00142,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,GB,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Finley Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0143@contoso-demo.com,user0143@contoso-demo.com,260,IT,Rowan Ingram,Ingram,user0143@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000143,Member,Success Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0143@contoso-demo.com,Licensed,Employee,E00143,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,IT,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Rowan Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0144@contoso-demo.com,user0144@contoso-demo.com,260,GB,Jamie Dawson,Dawson,user0144@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000144,Member,Account Executive,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0144@contoso-demo.com,Licensed,Employee,E00144,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,GB,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Jamie Dawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0145@contoso-demo.com,user0145@contoso-demo.com,260,IE,Jamie Ellis,Ellis,user0145@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000145,Member,IT Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0145@contoso-demo.com,Licensed,Employee,E00145,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IE,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Jamie Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0146@contoso-demo.com,user0146@contoso-demo.com,260,GB,Quinn Mercer,Mercer,user0146@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000146,Member,Marketing Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0146@contoso-demo.com,Licensed,Employee,E00146,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Quinn Mercer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0147@contoso-demo.com,user0147@contoso-demo.com,260,ES,Rowan Sutton,Sutton,user0147@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000147,Member,Accountant,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0147@contoso-demo.com,Unlicensed,Employee,E00147,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,ES,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Rowan Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0148@contoso-demo.com,user0148@contoso-demo.com,260,GB,Finley Sutton,Sutton,user0148@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000148,Member,HR Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0148@contoso-demo.com,Licensed,Employee,E00148,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,GB,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Finley Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0149@contoso-demo.com,user0149@contoso-demo.com,260,ES,Rowan Quincy,Quincy,user0149@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000149,Member,Paralegal,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0149@contoso-demo.com,Licensed,Employee,E00149,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,ES,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Rowan Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0150@contoso-demo.com,user0150@contoso-demo.com,260,IT,Emerson Lawson,Lawson,user0150@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000150,Member,Coordinator,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0150@contoso-demo.com,Unlicensed,Employee,E00150,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,IT,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Emerson Lawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0151@contoso-demo.com,user0151@contoso-demo.com,260,GB,Sam Ingram,Ingram,user0151@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000151,Member,Support Lead,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0151@contoso-demo.com,Licensed,Employee,E00151,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Sam Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0152@contoso-demo.com,user0152@contoso-demo.com,260,GB,Riley Palmer,Palmer,user0152@contoso-demo.com,Riley,00000000-0000-0000-0000-000000000152,Member,Account Executive,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0152@contoso-demo.com,Unlicensed,Employee,E00152,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,GB,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Riley Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0153@contoso-demo.com,user0153@contoso-demo.com,260,NL,Charlie Keller,Keller,user0153@contoso-demo.com,Charlie,00000000-0000-0000-0000-000000000153,Member,Systems Engineer,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0153@contoso-demo.com,Licensed,Employee,E00153,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,NL,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Charlie Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0154@contoso-demo.com,user0154@contoso-demo.com,260,GB,Sam Quincy,Quincy,user0154@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000154,Member,Brand Lead,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0154@contoso-demo.com,Licensed,Employee,E00154,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Sam Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0155@contoso-demo.com,user0155@contoso-demo.com,260,ES,Jamie Osborne,Osborne,user0155@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000155,Member,Accountant,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0155@contoso-demo.com,Licensed,Employee,E00155,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,ES,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Jamie Osborne,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0156@contoso-demo.com,user0156@contoso-demo.com,260,ES,Sam Jensen,Jensen,user0156@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000156,Member,HR Business Partner,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0156@contoso-demo.com,Unlicensed,Employee,E00156,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,ES,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Sam Jensen,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0157@contoso-demo.com,user0157@contoso-demo.com,260,GB,Quinn Grant,Grant,user0157@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000157,Member,Contracts Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0157@contoso-demo.com,Unlicensed,Employee,E00157,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Quinn Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0158@contoso-demo.com,user0158@contoso-demo.com,260,GB,Casey Lawson,Lawson,user0158@contoso-demo.com,Casey,00000000-0000-0000-0000-000000000158,Member,Operations Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0158@contoso-demo.com,Licensed,Employee,E00158,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,GB,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Casey Lawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0159@contoso-demo.com,user0159@contoso-demo.com,260,IT,Sage Baker,Baker,user0159@contoso-demo.com,Sage,00000000-0000-0000-0000-000000000159,Member,Success Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0159@contoso-demo.com,Licensed,Employee,E00159,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,IT,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Sage Baker,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0160@contoso-demo.com,user0160@contoso-demo.com,260,ES,Alex Lawson,Lawson,user0160@contoso-demo.com,Alex,00000000-0000-0000-0000-000000000160,Member,Solution Specialist,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0160@contoso-demo.com,Licensed,Employee,E00160,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,ES,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Alex Lawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0161@contoso-demo.com,user0161@contoso-demo.com,260,GB,Reese Clarke,Clarke,user0161@contoso-demo.com,Reese,00000000-0000-0000-0000-000000000161,Member,Platform Engineer,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0161@contoso-demo.com,Licensed,Employee,E00161,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,GB,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Reese Clarke,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0162@contoso-demo.com,user0162@contoso-demo.com,260,GB,Skyler Adams,Adams,user0162@contoso-demo.com,Skyler,00000000-0000-0000-0000-000000000162,Member,Brand Lead,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0162@contoso-demo.com,Licensed,Employee,E00162,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Skyler Adams,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0163@contoso-demo.com,user0163@contoso-demo.com,260,ES,Quinn Sutton,Sutton,user0163@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000163,Member,Finance Manager,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0163@contoso-demo.com,Unlicensed,Employee,E00163,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,ES,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Quinn Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0164@contoso-demo.com,user0164@contoso-demo.com,260,IT,Charlie Ingram,Ingram,user0164@contoso-demo.com,Charlie,00000000-0000-0000-0000-000000000164,Member,Recruiter,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0164@contoso-demo.com,Licensed,Employee,E00164,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,IT,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Charlie Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0165@contoso-demo.com,user0165@contoso-demo.com,260,IT,Taylor Baker,Baker,user0165@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000165,Member,Legal Counsel,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0165@contoso-demo.com,Licensed,Employee,E00165,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,IT,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Taylor Baker,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0166@contoso-demo.com,user0166@contoso-demo.com,260,NL,Sage Fletcher,Fletcher,user0166@contoso-demo.com,Sage,00000000-0000-0000-0000-000000000166,Member,Process Analyst,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0166@contoso-demo.com,Licensed,Employee,E00166,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,NL,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Sage Fletcher,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0167@contoso-demo.com,user0167@contoso-demo.com,260,NL,Jamie Keller,Keller,user0167@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000167,Member,Success Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0167@contoso-demo.com,Licensed,Employee,E00167,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,NL,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Jamie Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0168@contoso-demo.com,user0168@contoso-demo.com,260,IE,Morgan Rivera,Rivera,user0168@contoso-demo.com,Morgan,00000000-0000-0000-0000-000000000168,Member,Solution Specialist,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0168@contoso-demo.com,Licensed,Employee,E00168,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IE,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Morgan Rivera,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0169@contoso-demo.com,user0169@contoso-demo.com,260,GB,Finley Palmer,Palmer,user0169@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000169,Member,Service Desk Analyst,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0169@contoso-demo.com,Unlicensed,Employee,E00169,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,GB,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Finley Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0170@contoso-demo.com,user0170@contoso-demo.com,260,GB,Riley Sutton,Sutton,user0170@contoso-demo.com,Riley,00000000-0000-0000-0000-000000000170,Member,Content Strategist,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0170@contoso-demo.com,Unlicensed,Employee,E00170,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Riley Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0171@contoso-demo.com,user0171@contoso-demo.com,260,NL,Finley Palmer,Palmer,user0171@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000171,Member,Finance Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0171@contoso-demo.com,Licensed,Employee,E00171,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,NL,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Finley Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0172@contoso-demo.com,user0172@contoso-demo.com,260,IE,Emerson Keller,Keller,user0172@contoso-demo.com,Emerson,00000000-0000-0000-0000-000000000172,Member,HR Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0172@contoso-demo.com,Unlicensed,Employee,E00172,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,IE,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Emerson Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0173@contoso-demo.com,user0173@contoso-demo.com,260,GB,Taylor Clarke,Clarke,user0173@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000173,Member,Contracts Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0173@contoso-demo.com,Licensed,Employee,E00173,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Taylor Clarke,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
